57064.2524124191	1.000099	0.000058
57064.2728448139	1.000089	0.000058
57064.2932771083	1.000175	0.000058
57064.3137096018	1.000372	0.000058
57064.3341419948	1.000354	0.000058
57064.3545742874	1.000067	0.000058
57064.3954391701	0.996018	0.000058
57064.4567363403	0.984091	0.000057
57064.4771688291	0.997892	0.000058
57064.4976011170	0.999820	0.000058
57064.5180335049	0.999917	0.000058
57064.5384659918	0.999933	0.000058
57064.5588982778	1.000089	0.000058
57064.5793306639	0.999926	0.000058
57067.5215884147	1.000012	0.000058
57067.5420207151	1.000219	0.000058
57067.5624530145	0.999973	0.000058
57067.5828853139	1.000093	0.000058
57067.6033176124	0.999790	0.000058
57067.6441822075	0.998121	0.000058
57067.6646145045	0.984559	0.000058
57067.6850468007	0.982461	0.000058
57067.7054790964	0.981891	0.000058
57067.7259113916	0.991324	0.000058
57067.7463436859	1.000248	0.000058
57067.7667759797	1.000098	0.000058
57067.7872082731	1.000186	0.000058
57067.8076405659	1.000051	0.000058
57067.8280728584	0.999868	0.000058
57067.8485051499	1.000092	0.000058
57070.7703173287	1.000125	0.000058
57070.7907495396	1.000033	0.000058
57070.8111818496	0.999750	0.000058
57070.8316139596	1.000091	0.000058
57070.8520461687	0.999972	0.000058
57070.8724784773	1.000075	0.000058
57070.8929105855	1.000123	0.000058
57070.9133427927	0.991881	0.000058
57070.9337750999	0.982101	0.000058
57070.9542072062	0.981451	0.000057
57070.9746394124	0.984540	0.000058
57070.9950717178	0.998196	0.000058
57071.0155039222	0.999981	0.000058
57071.0359360266	1.000158	0.000058
57071.0563683301	1.000097	0.000058
57071.0972326361	0.999900	0.000058
57074.1007610977	0.998762	0.000058
57074.1211931220	0.998555	0.000058
57074.1416252454	0.998961	0.000058
57074.1620574683	0.997239	0.000058
57074.1824894913	0.983896	0.000058
57074.2029216133	0.980240	0.000058
57074.2233538348	0.981316	0.000058
57074.2437858558	0.991196	0.000058
57074.2642179760	0.999366	0.000058
57074.2846501961	0.999138	0.000058
57074.3050822158	0.999319	0.000058
57074.3255143345	0.999653	0.000058
57074.3459465532	0.999747	0.000058
57077.3085987974	0.999732	0.000058
57077.3494627887	0.999942	0.000058
57077.3698949334	1.000049	0.000058
57077.3903269776	0.999980	0.000058
57077.4107589213	0.999765	0.000058
57077.4516231070	0.982326	0.000058
57077.4720550494	0.981216	0.000058
57077.4924871913	0.985294	0.000058
57077.5129191327	0.998446	0.000058
57077.5333511737	1.000172	0.000058
57077.5537833137	1.000141	0.000058
57077.5946472933	1.000125	0.000058
57077.6150794319	1.000134	0.000058
57080.5572884310	1.000109	0.000058
57080.5777205026	0.999998	0.000058
57080.6594482842	1.000209	0.000058
57080.6798802535	0.999722	0.000058
57080.7003123228	0.990949	0.000058
57080.7207441911	0.983506	0.000058
57080.7411761589	0.981797	0.000058
57080.7616082263	0.992064	0.000058
57080.7820401937	0.999945	0.000058
57080.8024720602	1.000105	0.000058
