57080.8229041262	0.999982	0.000058
57080.8433360922	1.000465	0.000058
57080.8637679572	1.000134	0.000058
57080.8842000223	1.000004	0.000058
57083.8468307264	0.999916	0.000059
57083.8672626286	0.999895	0.000059
57083.8876944303	0.999947	0.000059
57083.9081264316	0.999780	0.000059
57083.9285583329	0.999918	0.000059
57083.9489901332	0.991342	0.000058
57083.9694221335	0.981381	0.000058
57083.9898540334	0.981036	0.000058
57084.0102858323	0.984687	0.000058
57084.0715815282	1.000279	0.000058
57084.0920135258	1.000291	0.000058
57084.1124454231	1.000064	0.000058
57084.1328773199	1.000014	0.000058
57087.0954985543	1.000009	0.000058
57087.1159303939	0.999935	0.000058
57087.1363621330	0.999976	0.000058
57087.1567940719	1.000071	0.000058
57087.1772259105	0.999941	0.000058
57087.1976576484	0.997846	0.000058
57087.2180895862	0.984271	0.000058
57087.2589532606	0.982076	0.000058
57087.2793850972	0.991554	0.000058
57087.2998169335	0.999981	0.000058
57087.3202487693	1.000159	0.000058
57087.3406806047	1.000175	0.000058
57087.3611124398	1.000116	0.000058
57087.3815442745	0.999933	0.000058
57087.4019762090	1.000057	0.000058
57090.3237252138	0.999843	0.000058
57090.3441569972	0.999990	0.000058
57090.3645886800	0.999934	0.000058
57090.3850205627	0.999995	0.000058
57090.4054523450	1.000178	0.000058
57090.4258840271	0.999994	0.000058
57090.4463159087	1.000015	0.000058
57090.4667476900	0.991181	0.000058
57090.4871794709	0.981808	0.000058
57090.5484748118	0.998731	0.000058
57090.5689066915	1.000304	0.000058
57090.5893383707	1.000333	0.000058
57090.6097701495	1.000212	0.000058
57090.6302020283	1.000128	0.000058
57093.5928068215	0.999507	0.000059
57093.6132386540	0.999624	0.000059
57093.6541021182	0.999519	0.000059
57093.6745338498	0.999295	0.000059
57093.7153973121	0.996836	0.000058
57093.7358290430	0.983110	0.000058
57093.7562607733	0.980389	0.000058
57093.7971242334	0.990454	0.000058
57093.8175559628	0.998730	0.000059
57093.8992827782	0.999711	0.000058
57096.8414493168	1.000140	0.000058
57096.8618809053	1.000184	0.000058
57096.8823126933	1.000174	0.000058
57096.9027443810	1.000202	0.000058
57096.9231760686	1.000019	0.000058
57096.9436077558	1.000160	0.000058
57096.9640394429	1.000267	0.000058
57096.9844711297	0.991095	0.000058
57097.0049029163	0.982486	0.000058
57097.0253345025	0.981537	0.000058
57097.0661979743	0.997919	0.000058
57097.0866295599	0.999748	0.000058
57097.1070612451	0.999681	0.000058
57097.1479246148	0.999821	0.000058
57097.1683562993	0.999651	0.000058
57100.1105168410	1.000048	0.000058
57100.1309484913	1.000076	0.000058
57100.1513802413	1.000259	0.000058
57100.1718117914	1.000142	0.000058
57100.1922434409	1.000159	0.000058
57100.2126750905	1.000009	0.000058
57100.2331067396	0.998034	0.000058
57100.2535384887	0.984989	0.000058
57100.2739701374	0.981125	0.000058
57100.2944016860	0.982122	0.000058
57100.3148334344	0.991722	0.000058
57100.3352650826	1.000038	0.000059
57100.3556966306	0.999983	0.000059
57100.3761283783	1.000024	0.000059
57100.3965600258	1.000021	0.000059
57100.4169915730	0.999943	0.000059
57103.3795790019	1.000071	0.000058
57103.4204421396	0.999972	0.000058
57103.4408738580	1.000119	0.000058
57103.4613053764	1.000270	0.000058
57103.4817369945	1.000280	0.000058
57103.5021687124	0.991356	0.000058
57103.5226002303	0.982294	0.000058
57103.5430318478	0.981258	0.000058
57103.5634635652	0.984680	0.000058
57103.5838951827	0.998333	0.000058
57103.6043266997	1.000069	0.000058
57103.6247584166	1.000133	0.000058
57103.6451900334	1.000070	0.000058
57103.6656216499	0.999939	0.000058
57103.6860532664	1.000038	0.000058
57106.6282048564	1.000071	0.000058
57106.6486364505	0.999804	0.000058
57106.6690681444	0.999735	0.000058
57106.6894996382	0.999937	0.000058
57106.7099312319	0.999930	0.000058
57106.7303629255	1.000011	0.000058
57106.7507944190	0.998002	0.000058
57106.7712261122	0.984078	0.000058
57106.7916577053	0.980580	0.000058
57106.8120891984	0.982023	0.000058
57106.8325208913	0.991983	0.000058
57106.8733839766	0.999842	0.000058
57106.8938156692	0.999847	0.000058
57106.9142472615	0.999803	0.000058
57106.9346787538	0.999868	0.000058
57106.9551104458	0.999979	0.000058
57109.9789854692	0.999710	0.000059
57110.0607116703	0.981080	0.000058
57110.0811433452	0.984782	0.000058
57113.1663108709	1.000088	0.000058
57113.1867425351	1.000040	0.000058
57113.2071740991	1.000125	0.000058
57113.2480372269	1.000219	0.000058
57113.3910581728	0.999805	0.000059
57113.4114897363	0.999764	0.000059
57113.4319212997	0.999617	0.000059
57116.4557930827	0.999941	0.000059
57116.7009717889	1.000170	0.000059
57116.7214032476	1.000147	0.000059
57119.6635485523	0.999752	0.000059
57119.6839801126	1.000040	0.000059
57119.8065695746	0.984253	0.000058
57119.8678642560	0.992116	0.000058
57119.8882958165	1.000074	0.000059
57119.9087272771	1.000178	0.000059
57119.9291589376	1.000007	0.000059
57119.9495904983	1.000019	0.000059
57119.9700221589	1.000155	0.000059
57119.9904536196	0.999772	0.000059
57123.0551890279	0.994911	0.000059
57123.0756204963	0.985547	0.000058
57123.0960521648	0.985447	0.000058
57123.1164837333	0.989213	0.000059
57126.2833786583	0.999078	0.000059
57126.3038102408	0.997363	0.000059
57126.3242418234	0.984376	0.000059
57126.5081261716	1.000176	0.000059
57129.4911394916	1.000453	0.000059
57129.5728660025	0.992059	0.000059
57129.5932976056	0.981290	0.000058
57129.6137291088	0.981153	0.000058
