#           time-2400000.0,         flux,         fluxerr
# Robust rms,   p2p,   2.5 CDPP, 6 CDPP
#       4826.1099       211.17589       159.74519       303.24218
        57063.0060348860861268  0.9996003477141049  0.0000581238288697
        57063.0264674177378765  0.9998442007853334  0.0000581355311134
        57063.0468998493961408  1.0001560671280647  0.0000581406919166
        57063.0673323801238439  1.0003109346648638  0.0000581492611784
        57063.0877647103770869  1.0002497551756300  0.0000581545795841
        57063.1081971397070447  1.0005975840194041  0.0000581686465866
        57063.1286296685721027  1.0005588185927430  0.0000581728667391
        57063.1694944248956745  1.0010038185285564  0.0000582076217342
        57063.2307917040307075  1.0004607002388652  0.0000583166801504
        57063.2512242291704752  1.0007988067663638  0.0000583143413174
        57063.2716565538357827  1.0010840726014818  0.0000583096738177
        57063.2920889780434663  1.0013235358748604  0.0000583019141457
        57063.3329538241232513  1.0012585211115115  0.0000582682617069
        57063.3533862464682898  1.0012212602833295  0.0000582460013781
        57063.3738187678827671  1.0011579037318110  0.0000582312196348
        57063.4146835093051777  1.0017349410462757  0.0000582176696363
        57063.4351160288497340  1.0020459898220542  0.0000582108984764
        57063.4555483479343820  1.0023755471540217  0.0000582078193147
        57063.4759808665548917  1.0027369685349239  0.0000582117334487
        57063.4964132847089786  1.0029824745905147  0.0000582165473241
        57063.5168456019237055  1.0031040012253420  0.0000582192408830
        57063.5372781186815700  1.0034904945619485  0.0000582285098452
        57063.5781428498594323  1.0037818493856445  0.0000582425072834
        57063.5985753647546517  1.0038743120953673  0.0000582545790786
        57063.6190077791834483  1.0042765919067225  0.0000582726851439
        57063.6394400926728849  1.0043992775035500  0.0000582857749032
        57063.6598726057054591  1.0044875130989590  0.0000583046129983
        57063.7416022517718375  1.0044652950842277  0.0000584542702977
        57063.7620346620024065  1.0044544660214498  0.0000584433974919
        57063.7824670713089290  1.0045927686008809  0.0000584364127606
        57063.8028994801425142  1.0048370367197323  0.0000584305287696
        57063.8233318880520528  1.0051631856439625  0.0000584292855545
        57063.8437643954966916  1.0050091711145710  0.0000584144781984
        57063.8641967024741462  1.0052612388018403  0.0000584093571344
        57063.8846291089794249  1.0052085042136649  0.0000583922105500
        57063.9254939196689520  1.0053071717008644  0.0000583511366837
        57063.9459264243196230  1.0053665073120992  0.0000583395278635
        57063.9663588280382100  1.0055487751452414  0.0000583331707276
        57063.9867911312903743  1.0056016725324468  0.0000583227497883
        57064.0072236340711243  1.0058927171284091  0.0000583181633610
        57064.0276560363927274  1.0058851211344264  0.0000583118002129
        57064.0480883377749706  1.0062630705366418  0.0000583119010886
        57064.0685208387003513  1.0063598744096940  0.0000583072655811
        57064.0889532386936480  1.0066039342083508  0.0000583128485403
        57064.1093855386861833  1.0069509985415948  0.0000583190450673
        57064.1298180377416429  1.0070115234403230  0.0000583234639146
        57064.1911152311949991  1.0073762684759364  0.0000583452616771
        57064.2115476279286668  1.0072895888433879  0.0000583476579086
        57064.2319799237302504  1.0074742316265335  0.0000583554458804
        57064.2524124190604198  1.0075194916139980  0.0000583649922026
        57064.2728448139314423  1.0075952672041393  0.0000583799941233
        57064.2932771083287662  1.0077642240073494  0.0000584010379751
        57064.3137096018035663  1.0080408349723660  0.0000584350249368
        57064.3341419948119437  1.0080958298667506  0.0000584502313801
        57064.3545742873538984  1.0078753768633371  0.0000584605741373
        57064.3954391701045097  1.0039169839758475  0.0000585317412058
        57064.4567363402748015  0.9920366223987587  0.0000579115163223
        57064.4771688290857128  1.0059858770350967  0.0000582946599254
        57064.4976011169710546  1.0079605169130708  0.0000583483987662
        57064.5180335048571578  1.0080833855154532  0.0000583510387370
